"STATISTIC Label","Quarter","Age Group","ICD 10 Diagnostic Group","UNIT","VALUE"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","1"
"Deaths Registered","2012Q4","15 - 24 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","1"
"Deaths Registered","2012Q4","15 - 24 years","Mental and behavioural disorders (F00-F99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","2"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the Circulatory System (I00-I99)","Number","1"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the Respiratory system (J00-J99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the Digestive system (K00-K93)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2012Q4","15 - 24 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","0"
"Deaths Registered","2012Q4","15 - 24 years","External causes of injury and poisoning (V01-Y89)","Number","43"
"Deaths Registered","2012Q4","15 - 24 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2012Q4","15 - 24 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2012Q4","15 - 24 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2012Q4","25 - 34 years","Total deaths (A00-Y89)","Number","125"
"Deaths Registered","2012Q4","25 - 34 years","Infectious and parasitic diseases (A00-B99)","Number","3"
"Deaths Registered","2012Q4","25 - 34 years","Neoplasms (C00-D48)","Number","15"
"Deaths Registered","2012Q4","25 - 34 years","Malignant neoplasms (C00-C97)","Number","15"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2012Q4","25 - 34 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","7"
"Deaths Registered","2012Q4","25 - 34 years","Mental and behavioural disorders (F00-F99)","Number","1"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","3"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the Circulatory System (I00-I99)","Number","10"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the Respiratory system (J00-J99)","Number","4"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the Digestive system (K00-K93)","Number","1"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","0"
"Deaths Registered","2012Q4","25 - 34 years","Diseases of the genitourinary system (N00-N99)","Number","0"
"Deaths Registered","2012Q4","25 - 34 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","1"
"Deaths Registered","2012Q4","25 - 34 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","25 - 34 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","3"
"Deaths Registered","2012Q4","25 - 34 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","3"
"Deaths Registered","2012Q4","25 - 34 years","External causes of injury and poisoning (V01-Y89)","Number","74"
"Deaths Registered","2012Q4","25 - 34 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2012Q4","25 - 34 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2012Q4","25 - 34 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2012Q4","35 - 44 years","Total deaths (A00-Y89)","Number","208"
"Deaths Registered","2012Q4","35 - 44 years","Infectious and parasitic diseases (A00-B99)","Number","4"
"Deaths Registered","2012Q4","35 - 44 years","Neoplasms (C00-D48)","Number","50"
"Deaths Registered","2012Q4","35 - 44 years","Malignant neoplasms (C00-C97)","Number","49"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","0"
"Deaths Registered","2012Q4","35 - 44 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","4"
"Deaths Registered","2012Q4","35 - 44 years","Mental and behavioural disorders (F00-F99)","Number","2"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","9"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the Circulatory System (I00-I99)","Number","26"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the Respiratory system (J00-J99)","Number","3"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the Digestive system (K00-K93)","Number","24"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2012Q4","35 - 44 years","Diseases of the genitourinary system (N00-N99)","Number","1"
"Deaths Registered","2012Q4","35 - 44 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2012Q4","35 - 44 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","35 - 44 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","4"
"Deaths Registered","2012Q4","35 - 44 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","4"
"Deaths Registered","2012Q4","35 - 44 years","External causes of injury and poisoning (V01-Y89)","Number","76"
"Deaths Registered","2012Q4","35 - 44 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2012Q4","35 - 44 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2012Q4","35 - 44 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2012Q4","45 - 54 years","Total deaths (A00-Y89)","Number","360"
"Deaths Registered","2012Q4","45 - 54 years","Infectious and parasitic diseases (A00-B99)","Number","1"
"Deaths Registered","2012Q4","45 - 54 years","Neoplasms (C00-D48)","Number","133"
"Deaths Registered","2012Q4","45 - 54 years","Malignant neoplasms (C00-C97)","Number","129"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","2"
"Deaths Registered","2012Q4","45 - 54 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","4"
"Deaths Registered","2012Q4","45 - 54 years","Mental and behavioural disorders (F00-F99)","Number","1"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","12"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the Circulatory System (I00-I99)","Number","98"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the Respiratory system (J00-J99)","Number","11"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the Digestive system (K00-K93)","Number","23"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","0"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2012Q4","45 - 54 years","Diseases of the genitourinary system (N00-N99)","Number","2"
"Deaths Registered","2012Q4","45 - 54 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2012Q4","45 - 54 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","45 - 54 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","4"
"Deaths Registered","2012Q4","45 - 54 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2012Q4","45 - 54 years","External causes of injury and poisoning (V01-Y89)","Number","67"
"Deaths Registered","2012Q4","45 - 54 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2012Q4","45 - 54 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2012Q4","45 - 54 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2012Q4","55 - 64 years","Total deaths (A00-Y89)","Number","691"
"Deaths Registered","2012Q4","55 - 64 years","Infectious and parasitic diseases (A00-B99)","Number","2"
"Deaths Registered","2012Q4","55 - 64 years","Neoplasms (C00-D48)","Number","336"
"Deaths Registered","2012Q4","55 - 64 years","Malignant neoplasms (C00-C97)","Number","335"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","4"
"Deaths Registered","2012Q4","55 - 64 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","12"
"Deaths Registered","2012Q4","55 - 64 years","Mental and behavioural disorders (F00-F99)","Number","2"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","32"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the Circulatory System (I00-I99)","Number","141"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the Respiratory system (J00-J99)","Number","37"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the Digestive system (K00-K93)","Number","56"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","1"
"Deaths Registered","2012Q4","55 - 64 years","Diseases of the genitourinary system (N00-N99)","Number","5"
"Deaths Registered","2012Q4","55 - 64 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2012Q4","55 - 64 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","55 - 64 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","1"
"Deaths Registered","2012Q4","55 - 64 years","Symptoms, signs, abnormal findings, ill-defined causes (R00-R99)","Number","1"
"Deaths Registered","2012Q4","55 - 64 years","External causes of injury and poisoning (V01-Y89)","Number","60"
"Deaths Registered","2012Q4","55 - 64 years","COVID-19, virus identified and virus unidentified (U07)","Number",""
"Deaths Registered","2012Q4","55 - 64 years","COVID-19 vaccines causing adverse effects in therapeutic use (U12)","Number",""
"Deaths Registered","2012Q4","55 - 64 years","Provisional assignment of new diseases of uncertain etiology or emergency use (U00-U49)","Number",""
"Deaths Registered","2012Q4","65 - 74 years","Total deaths (A00-Y89)","Number","1200"
"Deaths Registered","2012Q4","65 - 74 years","Infectious and parasitic diseases (A00-B99)","Number","7"
"Deaths Registered","2012Q4","65 - 74 years","Neoplasms (C00-D48)","Number","550"
"Deaths Registered","2012Q4","65 - 74 years","Malignant neoplasms (C00-C97)","Number","538"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the blood and blood-forming organs, immunological disorders (D50-D89)","Number","4"
"Deaths Registered","2012Q4","65 - 74 years","Endocrine, Nutritional and metabolic diseases (E00-E90)","Number","29"
"Deaths Registered","2012Q4","65 - 74 years","Mental and behavioural disorders (F00-F99)","Number","21"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the nervous system and the sense organs (G00-H95)","Number","50"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the Circulatory System (I00-I99)","Number","307"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the Respiratory system (J00-J99)","Number","113"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the Digestive system (K00-K93)","Number","47"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the skin and subcutaneous tissue (L00-L99)","Number","1"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the musculoskeletal system/connective tissue (M00-M99)","Number","10"
"Deaths Registered","2012Q4","65 - 74 years","Diseases of the genitourinary system (N00-N99)","Number","13"
"Deaths Registered","2012Q4","65 - 74 years","Complications of pregnancy, childbirth and puerperium (O00-O99)","Number","0"
"Deaths Registered","2012Q4","65 - 74 years","Certain conditions originating in the perinatal period (P00-P96)","Number","0"
"Deaths Registered","2012Q4","65 - 74 years","Congenital malformations and chromosomal abnomalities (Q00-Q99)","Number","2"
